Site ID,Location Description,Speed Limit,Reason Code(s),Latitude,Longitude,Geo Location,Location Assessment
4062,SB 59 St btwn 149 Ave - 62 St,30,Designated Zone - Playground;,53.60800247,-113.43338388,"(53.60800246814048, -113.43338387944146)",https://drive.google.com/file/d/1KI6nxyjJ23lw7kJDk-2rbze0_lbIbGcR/view?usp=drivesdk
2587,EB 51 Ave between 116 - 114 St,50,Higher Frequency of Speeding;,53.48821440,-113.52787779,"(53.48821439589621, -113.52787778864788)",https://drive.google.com/file/d/1kQXkEtJlHMzaNAr8eHX_yzmpetuHr-73/view?usp=drivesdk
4227,WB Kirkness Rd Btwn 151 Ave - 31 St,30,Designated Zone - Playground;,53.61136661,-113.38477337,"(53.6113666107883, -113.3847733718016)",https://drive.google.com/file/d/1EUCBLz0NmjUver3sMVzuNhb3c30iDNEf/view?usp=drivesdk
4251,WB 164 Ave Btwn 84-87 St,30,Designated Zone - Playground;,53.62616164,-113.47498687,"(53.62616164122239, -113.47498686771488)",https://drive.google.com/file/d/1YX5i1RN9aQxg20vgFi9NWzfQn3krEMkq/view?usp=drivesdk
2648,SB 50 St between Jamha Rd - 44 Ave,60,Higher Frequency of Collisions;,53.48339439,-113.41832640,"(53.48339438971291, -113.41832639606906)",https://drive.google.com/file/d/1ZNSeWuYDDqei8qSN0xZCwEUCdfw3OjIO/view?usp=drivesdk
211,EB Anthony Henday Dr. east of 34 St.,100,Higher Frequency of Collisions;,53.43552888,-113.38311525,"(53.43552887900946, -113.38311525369839)",https://drive.google.com/file/d/1XQwgUuDfsTT1vmkfjx9l1i28jNlb7krL/view?usp=drivesdk
4184,NB 105 St Btwn 19-20 Ave,30,Designated Zone - Playground;,53.44904603,-113.50054363,"(53.449046032488305, -113.50054363180314)",https://drive.google.com/file/d/1cJlHI1Nh6A5MRCCIri38p7SQMv1athOv/view?usp=drivesdk
7196,WB Anthony Henday Dr between 18 - 66 St,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.63757881,-113.40232135,"(53.63757881174418, -113.40232134712826)",https://drive.google.com/file/d/1lBozfLEVDCo9G1WAlstbtFGXZ_dfJ-t2/view?usp=drivesdk
4152,WB 144 Ave E of  87 - 88A St,30,Designated Zone - Playground;,53.60623172,-113.47489940,"(53.60623171754474, -113.47489940104879)",https://drive.google.com/file/d/18z1sU4Z2BNWrxLtMZmOq2r4F4hH8sHxh/view?usp=drivesdk
4292,EB 121 Ave btwn 48 St - W of 45 St,30,Designated Zone - Playground;,53.57507733,-113.41338460,"(53.57507732518708, -113.41338460051745)",https://drive.google.com/file/d/1uU8czVx5THK1rWsRIzkJ6OCHW236CdAd/view?usp=drivesdk
4198,NB 172 St N of Callingwood Rd - 64 Ave,30,Designated Zone - Playground;,53.49946590,-113.62096005,"(53.4994659041151, -113.62096005447977)",https://drive.google.com/file/d/1dyo3XQ77fDFTGDX1eJWc25-lml6Fcx5m/view?usp=drivesdk
7219,SB 104 St Btwn University Ave - 73 Ave,50,Higher Frequency of Speeding;,53.51047043,-113.49767867,"(53.51047043068032, -113.49767866587726)",https://drive.google.com/file/d/15maFz6lNfLpQx3RimBoGSXhs0-aohA4S/view?usp=drivesdk
7075,WB Yellowhead Tr at 7710 Yellowhead Tr,70,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.58249771,-113.45960451,"(53.5824977100955, -113.459604513609)",https://drive.google.com/file/d/1M4_PXrJbIyBxtevTj6nA7IWae2UOnu-G/view?usp=drivesdk
4075,WB 104 Ave btwn 159 - 161 St,30,Designated Zone - Playground;,53.54641245,-113.59745088,"(53.546412452900164, -113.59745087875642)",https://drive.google.com/file/d/1A11A82wQIxlUoIoTPlwhtA2nyRsV7Z9c/view?usp=drivesdk
7262,WB 82 Ave between 91 - 95A St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.51807393,-113.47154945,"(53.51807393497395, -113.47154944892714)",https://drive.google.com/file/d/1jxwv21mGRcPZH6n_wTrCp2zjMTa26puh/view?usp=drivesdk
4126,WB 161A Ave btwn 74 - 76 St,30,Designated Zone - Playground;,53.62248038,-113.45826123,"(53.622480378849865, -113.45826123429586)",https://drive.google.com/file/d/1zd9geWSnd57p3Zaj60AI2SsocB0bGpJe/view?usp=drivesdk
2620,SB 50 St between Fulton Rd - 101A Ave,50,Higher Frequency of Speeding;,53.54501797,-113.41870308,"(53.545017973296275, -113.41870307647334)",https://drive.google.com/file/d/1hjylyl3fSqi-KtnwL9S2zujMMKpIna4h/view?usp=drivesdk
4110,SB 65 St btwn 106 - 104 Ave,30,Designated Zone - Playground;,53.54796305,-113.43124335,"(53.54796305009052, -113.43124335033538)",https://drive.google.com/file/d/1YsjHALWpWuD49pwLN26elqLEOg6g4B75/view?usp=drivesdk
4172,NB 90 St Btwn 132 - 135 Ave,30,Designated Zone - Playground;,53.59403769,-113.47973421,"(53.5940376905841, -113.47973421375089)",https://drive.google.com/file/d/1nhFU3vAw1vMyY8kEesWKfpKbkeD5cZx7/view?usp=drivesdk
4247,WB 51 Ave Btwn 123 - 124 St,30,Designated Zone - Playground;,53.48814710,-113.54492540,"(53.48814709899406, -113.54492539721905)",https://drive.google.com/file/d/1FIGDDlwYsm3ArnlaGef94sjJZ-mAjDvN/view?usp=drivesdk
4196,WB Griesbach Rd between Griesbach School Rd - 104 St,30,Designated Zone - Playground;,53.60810333,-113.49790803,"(53.60810333340902, -113.49790802742933)",https://drive.google.com/file/d/1twIgnm7ciYKB3EMBfjYfF8UWX1qxzWJ3/view?usp=drivesdk
4090,SB 130 St N of 113 - 111 Ave,30,Designated Zone - Playground;,53.56060102,-113.54620872,"(53.56060101939783, -113.54620871667127)",https://drive.google.com/file/d/1-Ylo38O0ivOcgGuyVNR1s-aUZr5jxLTB/view?usp=drivesdk
2610,NB 75 St between 92A - 94B Ave,60,Higher Frequency of Collisions;,53.53004509,-113.44289010,"(53.53004508582731, -113.44289009845669)",https://drive.google.com/file/d/17VOxCeiPUoJPGYwJAHMgzOWgszQ1WsLp/view?usp=drivesdk
4099,NB 102 St btwn 114 - 116 Ave,30,Designated Zone - Playground;,53.56576816,-113.49555595,"(53.565768162757976, -113.49555595296913)",https://drive.google.com/file/d/1iwCdaDRBXZj3SBlmsJDwaTSMXawaQ_NA/view?usp=drivesdk
4076,EB 104 Ave btwn 161 - 159 St,30,Designated Zone - Playground;,53.54641245,-113.59745088,"(53.546412452900164, -113.59745087875642)",https://drive.google.com/file/d/1SOKHTUVHwwMhn1n0jVGRSq7j4aekx2VA/view?usp=drivesdk
4236,NB 54 St Btwn 121 - 122 Ave,30,Designated Zone - Playground;,53.57589554,-113.42457324,"(53.57589553734938, -113.42457323764211)",https://drive.google.com/file/d/1tjLScGc2TP-3Gy5T78ZKdSsUhh1u-Lb7/view?usp=drivesdk
2738,SB 66 St between Delwood Rd - 132 Ave,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.59387267,-113.44306107,"(53.59387266949015, -113.44306106530301)",https://drive.google.com/file/d/1IWBNsNwQo3A5SXxAC22hbZ8hPt5TUvGA/view?usp=drivesdk
7064,SB Groat Rd btwn S of 107 Ave-Victoria Pk Rd,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.54560465,-113.54278674,"(53.54560465011122, -113.54278674378979)",https://drive.google.com/file/d/1PazfAvGhKSpBjI9xLLJLGG4N5NuV2d0Z/view?usp=drivesdk
4137,WB Beaumaris Rd W of 161 Ave - 109 St,30,Designated Zone - Playground;,53.62148223,-113.50805838,"(53.621482228180824, -113.50805838148433)",https://drive.google.com/file/d/1YfWWlAKdXkecr2VMjuT0C4MCSuHpi2L0/view?usp=drivesdk
4312,NB 139 St btwn Woodcroft Ave - 116 Ave,30,Designated Zone - Playground;,53.56730962,-113.56138398,"(53.56730962327217, -113.56138397900244)",https://drive.google.com/file/d/1CMSKeLZs0AJkbnSD9YdeSX1fq10YtMj3/view?usp=drivesdk
4243,WB 92 Ave Btwn 159 St - E of 163 St,30,Designated Zone - Playground;,53.52668960,-113.59599539,"(53.52668960171698, -113.59599538781336)",https://drive.google.com/file/d/1GDsVmOLniDw_z1xEqlfQScb0sr4xVTTc/view?usp=drivesdk
4314,WB 132 Ave E of 109 St - 113A St,30,Designated Zone – Playground;,53.59212146,-113.51206262,"(53.59212146058658, -113.5120626181909)",https://drive.google.com/file/d/1zH-RJWpxb8fd91Xpqh_KYNlncSS0mY_5/view?usp=drivesdk
7016,WB Whitemud Dr east of 17 Street,80,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.48260872,-113.36274539,"(53.48260872164715, -113.36274538621396)",https://drive.google.com/file/d/140etOg1OVHDQKmf8-pGnA-HUhBHS7fGU/view?usp=drivesdk
4168,NB 135 St btwn 116 - Woodcroft Ave,30,Designated Zone - Playground;,53.56747910,-113.55514240,"(53.56747909937096, -113.55514240398143)",https://drive.google.com/file/d/1hc3rS75wP4jY4cQLAvBkZw05HBZM8cye/view?usp=drivesdk
261,WB Yellowhead Trail at 7710 Yellowhead Tr.,70,Higher Frequency of Speeding;,53.58249771,-113.45960451,"(53.5824977100955, -113.459604513609)",https://drive.google.com/file/d/1aAUvrfATCsFr7QVmLU5kp3OlXD1AJdGA/view?usp=drivesdk
4109,NB 65 St btwn 104 - 106 Ave,30,Designated Zone - Playground;,53.54796305,-113.43124335,"(53.54796305009052, -113.43124335033538)",https://drive.google.com/file/d/1S81Ze9PcJs9t1NbUq3WwSx_tOoYgdG_1/view?usp=drivesdk
4093,NB 62 St btwn 144 - 145 Ave,30,Designated Zone - Playground;,53.60608923,-113.43733461,"(53.606089230730554, -113.43733460527618)",https://drive.google.com/file/d/1__WjfllGYpTTTxNygOAptXQ9hf3nuMrn/view?usp=drivesdk
2588,WB 51 Ave between 114 - 116 St,50,Higher Frequency of Speeding;,53.48832328,-113.52787750,"(53.48832327658845, -113.52787750103025)",https://drive.google.com/file/d/1eGZ-kr8JFOte9zvQQrop-XrOMwJNABGx/view?usp=drivesdk
4237,SB 54 St Btwn 122-121 Ave,30,Designated Zone - Playground;,53.57589554,-113.42457324,"(53.57589553734938, -113.42457323764211)",https://drive.google.com/file/d/1ogL2MC8hz7PPV6ZsRVzI_AzfBvmCo7xg/view?usp=drivesdk
4289,EB 11A Ave btwn 60 - 56 St,30,Designated Zone - Playground;,53.44046389,-113.42804821,"(53.440463892044015, -113.42804821135914)",https://drive.google.com/file/d/1BM9cOoaNe0zfYjpvN4uipJ9dXY5UGjT8/view?usp=drivesdk
4021,NB Jackson Rd btwn Jordan Cres - Jefferson Rd,30,Designated Zone - Playground;,53.48427241,-113.40836015,"(53.484272408361804, -113.40836014846559)",https://drive.google.com/file/d/1nlIgRUzkf6L9aG7ln-mK--G_ErU9GQUD/view?usp=drivesdk
7206,WB Stony Plain Rd between 178 - 182 St,60,Higher Frequency of Speeding;,53.54139990,-113.63192095,"(53.541399898423414, -113.63192094524169)",https://drive.google.com/file/d/1_NHXhVileu10qCKgcn4ZAZXZ1MxMobmN/view?usp=drivesdk
2594,SB 91 St between 63 - 58 Ave,60,Higher Frequency of Collisions;,53.49686322,-113.46736401,"(53.496863222564485, -113.46736400812463)",https://drive.google.com/file/d/19fvM6oFU5rgpeiAYB8FSVxtoHCVBD_u6/view?usp=drivesdk
7131,WB Anthony Henday Dr at 34 St,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.43573054,-113.39553673,"(53.43573053871779, -113.39553672726225)",https://drive.google.com/file/d/1dqk0GtQfcIg6dNVguPLOzXdY7AJY8p1V/view?usp=drivesdk
2615,NB 113A St between 134 - 136 Ave,50,Higher Frequency of Speeding;,53.59665638,-113.51656063,"(53.59665638199548, -113.51656063043241)",https://drive.google.com/file/d/120BL1H5sjc-mccALW_ao87Zs-s0Q_n0o/view?usp=drivesdk
2529,EB 118 Ave between 87 - 85 St,50,Higher Frequency of Collisions;,53.57038891,-113.47282618,"(53.570388913927154, -113.47282617535724)",https://drive.google.com/file/d/1EzxQvnUuEsKYR1jRNrOv-4Yaf6qPpQYN/view?usp=drivesdk
4142,NB 182 St N of 89 - 93 Ave,30,Designated Zone - Playground;,53.52631135,-113.63921917,"(53.526311351240295, -113.63921917173597)",https://drive.google.com/file/d/1kV7Pt2s4UF2Fsfvj1tA4xku91mM8LWfB/view?usp=drivesdk
2701,EB 112 Ave btwn 55 - 53 St,50,Higher Frequency of Speeding;,53.56725996,-113.42460532,"(53.567259956872384, -113.4246053158997)",https://drive.google.com/file/d/12mYD5gv-dlmQJ4-fTygUjTKaFN2Gb-UX/view?usp=drivesdk
2506,EB 118 Ave between 56 - 54 St,50,Higher Frequency of Speeding;,53.57036075,-113.42612185,"(53.57036074814561, -113.42612184529563)",https://drive.google.com/file/d/16aBOd_7Hoco26G30paqhrAWH8_5SKRmo/view?usp=drivesdk
4167,EB 114 Ave btwn 38 - 36 St,30,Designated Zone - Playground;,53.56680278,-113.39815384,"(53.56680278357198, -113.3981538398081)",https://drive.google.com/file/d/16OYq4oZLctqQbPurJDNFNWbtZdQa_BAL/view?usp=drivesdk
7192,WB Whitemud Dr between North Sask River - 149 St,80,Higher Frequency of Collisions;,53.51093366,-113.56929740,"(53.510933658754574, -113.5692973969595)",https://drive.google.com/file/d/1cSYxLo3VvmU53Ww8BIIxg-nXxJBsLnQU/view?usp=drivesdk
4164,NB Bulyea Rd Btwn Burley Dr - Burton Rd,30,Designated Zone - Playground;,53.47307390,-113.57171262,"(53.473073900255805, -113.57171262196482)",https://drive.google.com/file/d/1l1fqk4VrrzD2ujtqfSj5jJs21dmdKjFZ/view?usp=drivesdk
7169,EB Anthony Henday Dr between 66 St - Manning Dr,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.64075388,-113.41656547,"(53.640753881837576, -113.41656547180921)",https://drive.google.com/file/d/1YCBoWVLMm5JExiV763cXNmDlyZKsOHZf/view?usp=drivesdk
2617,NB 113A St between 130 - 132 Ave,50,Higher Frequency of Collisions;,53.59069563,-113.51654976,"(53.59069562500826, -113.51654976364051)",https://drive.google.com/file/d/1yQkx2VW2XYvvzIeNB4CeLsryhJbhxe_W/view?usp=drivesdk
7022,WB Whitemud Dr at 111 St.,80,Higher Frequency of Collisions;,53.48291678,-113.51717104,"(53.48291678163059, -113.51717103825462)",https://drive.google.com/file/d/1o8pks6hNXcnOVab5AKqccSQacaHoBje9/view?usp=drivesdk
2757,SB 163 St between 99 - 96A Ave,50,Higher Frequency of Collisions;,53.53571167,-113.60275402,"(53.535711668243394, -113.60275402396736)",https://drive.google.com/file/d/1F99ZwhKcgHgvQwQN5nd_pqcbAB9kknYd/view?usp=drivesdk
4238,WB 162 Ave Btwn 54 A - 55 A St,30,Designated Zone - Playground;,53.62367163,-113.42136095,"(53.62367162915981, -113.42136095491023)",https://drive.google.com/file/d/1giISepaOTE7i8uNb7YbVzyBdQogfJd2W/view?usp=drivesdk
4241,WB 140 Ave Btwn 88 A - 93 St,30,Designated Zone - Playground;,53.60284240,-113.48015801,"(53.60284240057778, -113.48015800811534)",https://drive.google.com/file/d/1hn8WP4wK-nlgv9kUxpZ0lSHX-9820U_7/view?usp=drivesdk
4212,NB 175 St btwn 82 - 85 Ave,30,Designated Zone - Playground;,53.51692157,-113.62364254,"(53.51692157132071, -113.62364253516057)",https://drive.google.com/file/d/1AckYuaV2Alfw28XNN3yFHTlt5JGFuj48/view?usp=drivesdk
2668,EB 176 Ave between 112 - 107 St,50,Higher Frequency of Collisions;,53.63973398,-113.51212902,"(53.639733978305244, -113.51212902308687)",https://drive.google.com/file/d/1BZ2wvSVMJQ4kU4s42ZOKaTEJic3Yqt5y/view?usp=drivesdk
7106,SB 91 St between 63 - 58 Ave,60,Higher Frequency of Collisions;,53.49686322,-113.46736401,"(53.496863222564485, -113.46736400812463)",https://drive.google.com/file/d/1bLsZg93CfefxQTSA4GrA691DxydqDWZF/view?usp=drivesdk
4061,NB 59 St btwn 62 St - McLeod Rd,30,Designated Zone - Playground;,53.60800247,-113.43338388,"(53.60800246814048, -113.43338387944146)",https://drive.google.com/file/d/1xq4VPbJnB-reLco929RAmJnUM6TXc4a6/view?usp=drivesdk
4189,SB 91 St S of 88 - 86 Ave,30,Designated Zone - Playground;,53.52255780,-113.46744056,"(53.52255780035001, -113.46744056382475)",https://drive.google.com/file/d/1u1YLMlEqudB3Cd8BEEpK1QTfJIHUTlUu/view?usp=drivesdk
4307,WB 95 Ave btwn 79 St - E of Holyrood Rd,30,Designated Zone - Playground;,53.53271533,-113.45063858,"(53.53271532944849, -113.45063857503358)",https://drive.google.com/file/d/1thRZvjAJZQZw70Yw6hxrXMizTXuHe14l/view?usp=drivesdk
4293,WB 121 Ave btwn W of 45 St - 48 St,30,Designated Zone - Playground;,53.57507733,-113.41338460,"(53.57507732518708, -113.41338460051745)",https://drive.google.com/file/d/1WD_NgJ6wXf8JIfwLb-swlwsnRLL2osf1/view?usp=drivesdk
2756,WB 82 Ave between 91 - 95A St,50,Higher Frequency of Speeding;,53.51807393,-113.47154945,"(53.51807393497395, -113.47154944892714)",https://drive.google.com/file/d/1GfUjJzciGl5ghDk0M0EFzV1-RFHzUi2M/view?usp=drivesdk
2592,NB 170 St between 109 - 110 Ave,60,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.55689727,-113.61519067,"(53.55689726816234, -113.61519066747778)",https://drive.google.com/file/d/1ylb1GTjyc9o0ZvSx9hDbxsSqBhEhF13W/view?usp=drivesdk
4005,EB 53 Ave btwn Riverbend Rd - Whitemud Dr,30,Designated Zone - Playground;,53.49031171,-113.57540970,"(53.490311707023636, -113.57540970163802)",https://drive.google.com/file/d/19Ev_DVlgvMJEZwRBafD0IrK3y1aFzeKf/view?usp=drivesdk
2753,EB 95 Ave between 170 - 165 St,50,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.53159489,-113.61092032,"(53.53159488945299, -113.61092031729495)",https://drive.google.com/file/d/1HMRa7DR_XQMXFoQtpBdy_IZYZvjffGAR/view?usp=drivesdk
7221,SB St Albert Tr between 134 - 132 Ave,60,Higher Frequency of Speeding;,53.59348307,-113.56879549,"(53.59348307203758, -113.56879548717544)",https://drive.google.com/file/d/1fsASPwJPMfICcDaIOuQfSIDJej3XZgsv/view?usp=drivesdk
7013,EB Anthony Henday Dr @ Ray Gibbon Dr,100,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.59113854,-113.64613646,"(53.591138544937806, -113.64613646329616)",https://drive.google.com/file/d/1bDVoi-C7DJ3Mi0zn70F-fiFYxo6XXiBX/view?usp=drivesdk
4265,SB 59A St Btwn 162-159 Ave,30,Designated Zone - Playground;,53.62128534,-113.43071337,"(53.621285336931784, -113.43071336549252)",https://drive.google.com/file/d/1B8ubDzJ69W9q2o2NGSl-6Lnox98S9new/view?usp=drivesdk
2724,SB 95 St between 114 - 112 Ave,50,Higher Frequency of Speeding;,53.56265622,-113.48715003,"(53.5626562213958, -113.48715002576432)",https://drive.google.com/file/d/1CVkfOUMs0CqGeH7s69n3cMmWNo76F--n/view?usp=drivesdk
4259,WB 109A Ave Btwn 135-139 St,30,Designated Zone - Playground;,53.55577479,-113.55844832,"(53.55577478613679, -113.55844831871822)",https://drive.google.com/file/d/1SkW2K5wfhyQAs0YNVkbJyyf34jsH7uIE/view?usp=drivesdk
2530,WB 144 Ave between 77 - 79 St,50,Higher Frequency of Speeding;,53.60698368,-113.46181350,"(53.606983682975056, -113.46181349618283)",https://drive.google.com/file/d/14LQ4Sy0FuQvHpcrR6_ySZD6IKfBGgbBw/view?usp=drivesdk
4229,WB 130 Ave W of 75 - 78 St,30,Designated Zone - Playground;,53.58914989,-113.45928359,"(53.58914989396396, -113.45928358589606)",https://drive.google.com/file/d/1W26JKCku_0b8jea6thY5TfHyNyO2uxVd/view?usp=drivesdk
4277,NB Lakewood Rd E btwn 29 Ave - 71 St,30,Designated Zone - Playground;,53.46182143,-113.44084434,"(53.461821433781886, -113.44084434228692)",https://drive.google.com/file/d/1fO6hnvX5ko0k7V05skEv0sNVLXXev84C/view?usp=drivesdk
2747,WB 87 Ave between 119 St - Sask Dr,50,Higher Frequency of Speeding;,53.52296101,-113.53828283,"(53.52296101327501, -113.538282829441)",https://drive.google.com/file/d/1zmVNQlyYhi2mzMOrWHrsDs8fs_2-MexI/view?usp=drivesdk
4113,WB 76 Ave btwn 105 - 106 St,30,Designated Zone - Playground;,53.51227347,-113.50245064,"(53.51227346914462, -113.50245064079489)",https://drive.google.com/file/d/113DX1V5i5q5EqQrOh1fWmaWJCVxqrtos/view?usp=drivesdk
4087,WB 37A Ave btwn 23 St - E of 28 St,30,Designated Zone - Playground;,53.47252750,-113.37907126,"(53.47252749947279, -113.37907125590547)",https://drive.google.com/file/d/1e71HgcH_Xyc0Em-aBBoe2cR363KhzFFa/view?usp=drivesdk
4132,WB 91 Ave Btwn 143 - 145 St,30,Designated Zone - Playground;,53.52486922,-113.56878150,"(53.52486922018555, -113.56878149892732)",https://drive.google.com/file/d/15yBJsSrHdQHeZW4XTFA73YO0vIOzvVgO/view?usp=drivesdk
4225,SB 103 St S of 164 - W of 161 Ave,30,Designated Zone - Playground;,53.62354171,-113.50094777,"(53.62354170988341, -113.50094777381058)",https://drive.google.com/file/d/1LQm1OYNIkjU4jtxD4WXRuZ3QOJOeiZ6Z/view?usp=drivesdk
4000,WB 172 Ave  E of 104 St -  W of 107 St,30,Designated Zone - Playground;,53.63328375,-113.50519936,"(53.63328375409369, -113.50519935959072)",https://drive.google.com/file/d/1sMqwjNmnqMti63HADSLhHpiMQV45uaV8/view?usp=drivesdk
7085,NB Gateway Blvd - South of Anthony Henday Dr.,90,Higher Frequency of Speeding; Higher Frequency of Collisions;,53.43486002,-113.49002456,"(53.43486002146605, -113.49002456009515)",https://drive.google.com/file/d/1-Ik-C4wWdZ7nQLZccSc7Ai55_L9BxtvJ/view?usp=drivesdk
4069,NB Mill Woods Rd btwn 28 Ave - S of Lakewood Rd N,30,Designated Zone - Playground;,53.45993511,-113.44814155,"(53.459935105800724, -113.44814155058936)",https://drive.google.com/file/d/1FV9C8WNz16t6HBxYEOQ8DgSZfUjwk0Rl/view?usp=drivesdk
4014,EB 132 Ave btwn 88 - 86 St,30,Designated Zone - Playground;,53.59217056,-113.47441624,"(53.592170557531134, -113.47441623584442)",https://drive.google.com/file/d/1DlJ5tAVfPIYweNLqZtvQTlhDrIJJS4iI/view?usp=drivesdk
